4,126,30,,0,,4,,1,,3,,0,,0,,0,,4,,2,,-2,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2,,6,,2,,2,,1,,-2,,3,,2,,7,,0,,2,,3,,4,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,3,,4,,2,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,1,,1,,1,,1,,1,,1,,1,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,3,,40,,1,,-2,,-2,,-2,,-2,,-2,,-2,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,1,,0,,1,,0,,-2,,-2,,-2,,1,,2,,2,,1,,2,,1,,-2,,2,,145,108,37,4,4,49,30,94
11,126,30,,15,,4,,1,,3,,0,,0,,0,,4,,2,,-2,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,2,,1,,1,,0,,4,,1,,3,,1,,9,,2,,2,,1,,-2,,3,,2,,6,,0,,2,,3,,4,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,3,,4,,2,,2,,0,,-2,,1,,0,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,1,,1,,1,,1,,1,,1,,1,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,0,,40,,1,,-2,,-2,,-2,,-2,,-2,,-2,,3,,0,,2,,2,,0,,3,,2,,1,,1,,2,,1,,1,,0,,0,,0,,-2,,-2,,-2,,1,,2,,2,,1,,2,,1,,-2,,2,,392,101,219,58,8,182,87,107
12,126,28,,0,,4,,1,,3,,0,,1,,0,,4,,2,,-2,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,2,,1,,1,,1,,2,,1,,3,,2,,9,,2,,2,,1,,-2,,3,,2,,7,,0,,2,,3,,4,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,3,,4,,2,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,1,,40,,1,,-2,,-2,,-2,,-2,,-2,,-2,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,1,,0,,0,,1,,-2,,-2,,-2,,1,,2,,2,,1,,2,,1,,-2,,2,,184,128,167,29,4,58,44,148
13,126,30,,0,,4,,3,,3,,0,,0,,0,,4,,3,,6,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,2,,1,,1,,1,,0,,1,,3,,1,,6,,2,,2,,1,,-2,,3,,2,,7,,0,,2,,3,,4,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,3,,4,,2,,2,,0,,-2,,1,,0,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,1,,0,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,2,,65,,1,,-2,,-2,,-2,,-2,,-2,,-2,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,1,,0,,0,,0,,-2,,-2,,-2,,1,,2,,2,,1,,2,,1,,-2,,2,,180,143,114,47,10,239,74,175
14,126,30,,0,,4,,0,,3,,1,,0,,0,,4,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,3,,1,,9,,2,,2,,1,,-2,,3,,2,,7,,0,,2,,3,,4,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,3,,4,,1,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,1,,1,,1,,1,,1,,1,,1,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,1,,60,,1,,-2,,-2,,-2,,-2,,-2,,-2,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,1,,0,,0,,0,,-2,,-2,,-2,,1,,2,,2,,1,,1,,1,,-2,,1,,205,107,128,11,8,155,37,178
4,127,17,,14,,4,,1,,1,,0,,0,,0,,4,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,4,,1,,3,,2,,1,,2,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,4,,0,,1,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,0,,0,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,1,,1,,1,,3,,1,,1,,1,,0,,2,,2,,2,,2,,1,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2,,2,,2,,1,,2,,50,,2,,1,,2,,1,,1,,40,,1,,1,,30,,1,,2,,30,,0,,1,,10,,2,,3,,0,,2,,2,,0,,3,,2,,0,,1,,2,,1,,0,,0,,1,,0,,1,,1,,2,,1,,2,,2,,1,,0,,1,,2,,0,,1380,72,68,9,119,35,106,281
11,127,16,,3,,4,,2,,1,,0,,0,,0,,4,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,4,,1,,3,,2,,1,,2,,0,,1,,-2,,1,,1,,7,,0,,2,,3,,2,,1,,0,,5,,0,,1,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2,,0,,2,,0,,-2,,0,,-2,,1,,0,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,-2,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,-2,,-2,,-2,,1,,1,,1,,3,,1,,1,,1,,0,,2,,2,,2,,2,,1,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2,,2,,2,,2,,-2,,0,,3,,1,,2,,0,,1,,50,,1,,0,,50,,1,,2,,100,,0,,0,,100,,2,,3,,0,,2,,2,,0,,2,,2,,0,,1,,2,,1,,0,,0,,0,,0,,1,,1,,2,,1,,2,,2,,1,,1,,1,,1,,1,,86,69,208,28,176,170,204,358
12,127,16,,16,,4,,1,,1,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,4,,1,,3,,2,,1,,2,,0,,1,,-2,,1,,1,,0,,0,,2,,3,,2,,1,,0,,6,,0,,0,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,0,,0,,0,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,-2,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,1,,1,,1,,2,,1,,1,,1,,1,,2,,2,,2,,2,,1,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2,,2,,2,,1,,0,,0,,2,,1,,2,,0,,2,,30,,1,,1,,35,,1,,2,,10,,0,,3,,100,,2,,3,,0,,2,,2,,0,,1,,2,,0,,1,,2,,1,,0,,0,,0,,0,,1,,1,,2,,1,,2,,2,,1,,2,,1,,2,,2,,99,96,120,10,135,88,148,363
13,127,17,,15,,4,,3,,1,,0,,0,,0,,4,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,4,,1,,3,,2,,1,,2,,0,,1,,-2,,1,,1,,7,,0,,2,,3,,2,,1,,0,,4,,0,,2,,0,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,0,,0,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,1,,3,,0,,-2,,0,,-2,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,-2,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,-2,,-2,,-2,,1,,1,,1,,2,,1,,1,,1,,0,,2,,2,,2,,2,,1,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,3,,2,,2,,2,,1,,0,,0,,2,,2,,2,,0,,2,,60,,0,,0,,55,,1,,2,,25,,0,,3,,100,,2,,3,,0,,2,,2,,0,,4,,2,,0,,1,,2,,1,,0,,0,,1,,0,,1,,1,,2,,1,,2,,2,,1,,0,,1,,2,,0,,163,120,106,9,251,97,192,473
14,127,16,,15,,4,,1,,2,,0,,0,,0,,4,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,4,,1,,3,,2,,1,,2,,0,,1,,-2,,1,,1,,7,,0,,2,,3,,2,,1,,0,,5,,0,,2,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,0,,0,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,1,,0,,0,,-2,,0,,-2,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,-2,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,-2,,-2,,-2,,1,,1,,1,,2,,1,,1,,1,,1,,2,,2,,2,,2,,1,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,2,,2,,2,,-2,,0,,2,,5,,3,,0,,2,,45,,0,,1,,35,,1,,2,,35,,0,,3,,55,,2,,3,,0,,2,,2,,0,,2,,2,,0,,0,,2,,1,,0,,0,,0,,0,,1,,1,,2,,1,,1,,2,,1,,1,,1,,1,,1,,158,83,108,10,185,132,168,650
4,128,28,,8,,4,,2,,2,,0,,0,,1,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,4,,1,,3,,2,,9,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,4,,0,,0,,1,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,4,,2,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,10,,2,,2,,2,,0,,1,,0,,2,,2,,11,,0,,1,,0,,2,,0,,15,,1,,2,,30,,1,,4,,0,,2,,3,,0,,2,,2,,0,,10,,2,,1,,1,,2,,1,,0,,0,,1,,1,,1,,1,,2,,1,,2,,2,,1,,2,,1,,2,,2,,281,47,47,9,121,25,70,218
