4,191,10,,5,,4,,3,,0,,1,,0,,1,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,4,,1,,3,,1,,9,,1,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,6,,1,,1,,0,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,0,,0,,1,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,0,,1,,1,,0,,1,,1,,1,,0,,0,,1,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,1,,1,,1,,2,,1,,1,,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,1,,0,,2,,-2,,100,,2,,2,,3,,0,,1,,30,,1,,1,,35,,0,,2,,30,,1,,1,,100,,1,,3,,1,,2,,2,,0,,0,,2,,1,,1,,2,,1,,0,,1,,0,,0,,1,,1,,2,,1,,2,,1,,1,,1,,1,,2,,1,,145,43,83,35,57,43,140,241
11,191,11,,0,,4,,4,,2,,1,,0,,1,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,4,,1,,3,,2,,9,,1,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,5,,1,,0,,0,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,0,,0,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,0,,1,,1,,0,,1,,1,,1,,0,,0,,1,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,1,,1,,1,,2,,1,,1,,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,2,,2,,1,,0,,0,,1,,2,,3,,0,,1,,75,,1,,0,,40,,1,,2,,100,,1,,0,,50,,1,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,0,,0,,0,,0,,1,,1,,2,,1,,2,,0,,1,,1,,1,,1,,2,,125,78,69,13,73,49,124,184
14,191,10,,5,,4,,3,,0,,1,,0,,1,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,4,,1,,3,,2,,9,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,6,,2,,0,,0,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,1,,1,,0,,1,,0,,0,,1,,1,,1,,0,,0,,1,,-2,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,-2,,-2,,-2,,1,,1,,1,,2,,1,,1,,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,0,,1,,4,,2,,2,,0,,0,,0,,0,,2,,7,,5,,0,,1,,80,,1,,0,,60,,0,,2,,0,,1,,3,,80,,2,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,0,,0,,1,,0,,1,,1,,2,,1,,2,,1,,1,,1,,1,,1,,1,,156,63,228,15,133,227,398,479
4,192,33,,11,,4,,1,,1,,0,,0,,0,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1,,3,,0,,3,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,6,,-1,3,1,,1,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,4,,1,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,10,,2,,0,,2,3,2,,-2,,90,,4,,4,,11,,0,,2,,0,,2,,0,,0,,1,,2,,20,,1,,4,,0,,0,,3,,0,,2,,2,,0,,5,,2,,1,,1,,2,,1,,0,,4,,0,,2,,1,,1,,2,,1,,2,,2,,1,,2,,1,,2,,2,,170,54,23,22,94,76,75,192
11,192,33,,10,,4,,2,,0,,0,,0,,0,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,4,,1,,3,,1,,3,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,6,,1,,1,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,4,,0,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,10,,2,,0,,2,,2,,-2,,0,,3,,2,,11,,0,,0,,0,,1,,0,,10,,1,,2,,100,,1,,4,,0,,1,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,0,,2,,0,,1,,1,,1,,2,,1,,2,,2,,1,,2,,1,,2,,2,,108,55,71,12,69,51,28,172
14,192,32,,24,,4,,1,,1,,0,,0,,0,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1,,3,,1,,3,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,0,,6,,0,,1,,0,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,1,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,10,,2,,0,,2,,1,,2,,0,,4,,6,,11,,0,,2,,0,,2,,0,,15,,1,,2,,85,,1,,4,,0,,1,,3,,0,,2,,2,,0,,6,,2,,1,,1,,2,,1,,0,,5,,0,,2,,1,,1,,2,,1,,2,,2,,1,,1,,1,,2,,2,,214,109,294,88,145,269,218,314
4,193,19,,0,,4,,1,,3,,0,,0,,3,,2,,2,,-2,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1,,3,,2,,9,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,1,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,2,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,1,,1,,1,,1,,1,,1,,1,,5,,2,,2,,2,,1,,0,,0,,2,,2,,6,,0,,0,,0,,2,,1,,40,,1,,2,,30,,1,,4,,0,,2,,3,,0,,2,,2,,0,,5,,2,,1,,1,,2,,1,,1,,0,,0,,0,,1,,1,,2,,1,,2,,2,,1,,2,,1,,2,,2,,115,88,40,6,50,38,23,178
11,193,18,,0,,4,,2,,3,,0,,0,,3,,2,,2,,-2,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1,,3,,2,,9,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,3,,1,,2,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,5,,2,,2,,2,,0,,1,,0,,2,,2,,6,,0,,0,,0,,2,,0,,50,,1,,2,,100,,2,,4,,0,,0,,3,,0,,2,,2,,0,,0,,2,,1,,1,,2,,1,,1,,0,,1,,0,,1,,1,,2,,1,,2,,2,,1,,2,,1,,2,,2,,110,87,64,14,75,45,27,136
14,193,19,,2,,4,,1,,3,,0,,0,,3,,2,,2,,-2,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,3,,1,,1,,1,,4,,1,,3,,2,,9,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,2,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,5,,2,,2,,2,,1,,1,,0,,2,,2,,6,,1,,1,,0,,2,,0,,95,,1,,2,,25,,1,,4,,0,,1,,3,,0,,2,,2,,0,,7,,2,,1,,1,,2,,1,,1,,0,,0,,0,,1,,1,,2,,1,,2,,2,,1,,2,,1,,2,,2,,239,211,92,82,96,65,171,277
4,194,22,,0,,4,,1,,1,,0,,0,,1,,1,,2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,1,,1,,5,,1,,3,,2,,9,,0,,0,,1,,-2,,3,,1,,7,,0,,2,,3,,2,,1,,1,,2,,2,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,3,,0,,0,,2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,-2,,0,,0,,1,,1,,1,,1,,1,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,0,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,-2,,1,,1,,1,,1,,1,,1,,1,,1,,9,,2,,2,,0,,1,,2,,40,,3,,2,,10,,0,,1,,0,,2,,1,,35,,1,,2,,30,,1,,4,,0,,1,,3,,0,,2,,1,,0,,9,,2,,1,,1,,2,,1,,0,,0,,0,,0,,1,,1,,1,,1,,2,,2,,1,,2,,1,,1,,1,,80,57,50,4,113,22,22,246
