  Whitby Cir,Alaska,02020002711,-149.95516967800,61.12585067750,-149.95608520500,61.12579727170,176.00000000000,02020002711,0.00000000000,2020002711.00000000000,380.00000000000,Anchorage municipality/8,AK,203000.00000000000,1.00000000000,3.00000000000,0.01481899060,0.00000000000,Random Urban
W  Haig St,Alabama,01097004700,-88.07787323000,30.74836158750,-88.07989501950,30.74835968020,465.00000000000,01097004700,517.00000000000,1097004700.00000000000,5160.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00892976020,Random Tract
  Gatti Ave,Alabama,01097004800,-88.09137725830,30.74261856080,-88.09039306640,30.74352455140,345.00000000000,01097004800,518.00000000000,1097004800.00000000000,5160.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00643046526,Random Tract
N  Kate St,Alabama,01097004400,-88.07521820070,30.73070335390,-88.07470703130,30.73081779480,495.00000000000,01097004400,514.00000000000,1097004400.00000000000,5160.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00945168454,Random Tract
  Neeley Rd,Alabama,01051030800,-86.26433563230,32.55659103390,-86.26434326170,32.55536651610,308.00000000000,01051030800,104.00000000000,1051030800.00000000000,5240.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00572333857,Random Tract
  Wolke Ct,Alabama,01101005602,-86.20416259770,32.32752227780,-86.20248413090,32.32754516600,583.00000000000,01101005602,0.00000000000,1101005602.00000000000,5240.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.62804776430,Random Tract
  1St St E,Alabama,01125010803,-87.46862030030,33.21589279170,-87.46804809570,33.21632385250,439.00000000000,01125010803,709.00000000000,1125010803.00000000000,8600.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00844312459,Random Tract
  Old Gallant Rd,Alabama,01055011100,-86.22614288330,34.01674270630,-86.22917938230,34.01589584350,455.00000000000,01055011100,137.00000000000,1055011100.00000000000,2880.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00875782687,Random Tract
  Bare Tree Dr,Alabama,01117030319,-86.80548095700,33.24870300290,-86.80390930180,33.24751281740,302.00000000000,01117030319,672.00000000000,1117030319.00000000000,1000.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00563482149,Random Tract
  Peachtree St,Alabama,01055001000,-86.02808380130,34.01056671140,-86.03005218510,34.00971221920,348.00000000000,01055001000,118.00000000000,1055001000.00000000000,2880.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00648658862,Random Tract
  Village Lake Dr,Arkansas,05119002403,-92.36286926270,34.73706817630,-92.36261749270,34.73813247680,503.00000000000,05119002403,1934.00000000000,5119002403.00000000000,4400.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00957752299,Random Tract
N  103Rd Dr,Arizona,04013071503,-112.28228759800,33.60311126710,-112.28227996800,33.60479736330,566.00000000000,04013071503,914.00000000000,4013071503.00000000000,6200.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.01087111048,Random Tract
E  Gelding Dr,Arizona,04013103501,-112.01945495600,33.61697769170,-112.01816558800,33.61735153200,548.00000000000,04013103501,996.00000000000,4013103501.00000000000,6200.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.01042814180,Random Tract
N  56Th Way,Arizona,04013103217,-111.95966339100,33.63002777100,-111.95966339100,33.63093566890,219.00000000000,04013103217,0.00000000000,4013103217.00000000000,6200.00000000000,Phoenix city,AZ,455000.00000000000,1.00000000000,3.00000000000,0.01745616458,0.00000000000,Random Urban
N  16Th Dr,Arizona,04013112900,-112.09453582800,33.46474456790,-112.09450531000,33.46559524540,200.00000000000,04013112900,0.00000000000,4013112900.00000000000,6200.00000000000,Phoenix city,AZ,455000.00000000000,1.00000000000,3.00000000000,0.01631712541,0.00000000000,Random Urban
S  37Th Ct,Arizona,04013116710,-112.00471496600,33.33371353150,-112.00503540000,33.33316040040,565.00000000000,04013116710,1213.00000000000,4013116710.00000000000,6200.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.01083683502,Random Tract
  Starline Dr,Arizona,04015952900,-114.29733276400,34.48497009280,-114.29830932600,34.48526000980,494.00000000000,04015952900,1501.00000000000,4015952900.00000000000,4120.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00942363683,Random Tract
N  Silverbell Rd,Arizona,04019000200,-110.99771118200,32.22557449340,-110.99818420400,32.22581863400,242.00000000000,04019000200,0.00000000000,4019000200.00000000000,8520.00000000000,Tucson city,AZ,477000.00000000000,1.00000000000,3.00000000000,0.01871340722,0.00000000000,Random Urban
  3Rd Dr,Arizona,04013421700,-111.77980041500,33.40903472900,-111.77949523900,33.40901565550,248.00000000000,04013421700,0.00000000000,4013421700.00000000000,6200.00000000000,Mesa city,AZ,446000.00000000000,1.00000000000,3.00000000000,0.01913029887,0.00000000000,Random Urban
S  Lazona Dr,Arizona,04013421801,-111.80152893100,33.39589691160,-111.80155181900,33.39447402950,171.00000000000,04013421801,0.00000000000,4013421801.00000000000,6200.00000000000,Mesa city,AZ,446000.00000000000,1.00000000000,3.00000000000,0.01386220288,0.00000000000,Random Urban
E  Drummer Ave,Arizona,04013422609,-111.67156982400,33.40219116210,-111.67396545400,33.40209960940,234.00000000000,04013422609,0.00000000000,4013422609.00000000000,6200.00000000000,Mesa city,AZ,446000.00000000000,1.00000000000,3.00000000000,0.01828288846,0.00000000000,Random Urban
E  Arrowhead Trl,Arizona,04013522746,-111.65763855000,33.26712417600,-111.66139221200,33.26708221440,523.00000000000,04013522746,1457.00000000000,4013522746.00000000000,6200.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00992637500,Random Tract
N  Pima Rd,Arizona,04013216827,-111.88996124300,33.62500381470,-111.88982391400,33.62800216670,102.00000000000,04013216827,0.00000000000,4013216827.00000000000,6200.00000000000,Scottsdale city,AZ,465000.00000000000,1.00000000000,3.00000000000,0.00892976020,0.00000000000,Random Urban
  Frontage Rd,Arizona,04013216824,-111.91418457000,33.65629959110,-111.91240692100,33.65592193600,110.00000000000,04013216824,0.00000000000,4013216824.00000000000,6200.00000000000,Scottsdale city,AZ,465000.00000000000,1.00000000000,3.00000000000,0.00945168454,0.00000000000,Random Urban
  18Th Ave,California,06081610602,-122.18966674800,37.47354888920,-122.18836975100,37.47563171390,592.00000000000,06081610602,7778.00000000000,6081610602.00000000000,7362.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.01144484896,Random Tract
  Jacklynn Dr,California,06001440305,-122.07512664800,37.57503509520,-122.07326507600,37.57383346560,390.00000000000,06001440305,2308.00000000000,6001440305.00000000000,7362.00000000000,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00756229181,Random Tract
